;;;;;;;;THEO DÕI VẬT TƯ DỰ ÁN/ MATERIAL CONTROL LOG;;;;;Hướng dẫn cập nhật thông tin:;;;;Thời gian nộp bảng cập nhật:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DỰ TOÁN;;;;;;;
;;;;;;;;Tên dự án/ Project no.:25-BRA-I-090;;;;;- Chữ tô màu xanh:;;Chưa cập nhật;;- Trong ngày khi có biến động.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hiện; Thiếu Dùng cùng I90-A43 ; 60,00 ;;;; Dùng cùng I90-A43 ;;I90-A30;Thép hình-H;HEB300(H300x300x11x19)-L12000;ASTM A36/ EN-1.0577;m;117,0;53,6;4285,3;;; 56,25 ; 6.581,8 ;;; -   ; -   ; -   ; -   ; 63,7 ; 7.458,2 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 120,00 ; 14.040,00 ; Rev05-BRADEN-bổ sung 63.75.0m ;;;;;; 120 ; 14.040 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;HEB300(H300x300x11x19)-L12000;; 7.020 ;7/5/25; 60 ; 7.020 ; $0,991 ; $6.956,82 ;9/5/25;;;;;15/6/25;16/6/25;; 60 ; 7.020,00 ;;;;; 60 ; 7.020 ; 60 ; 7.020 ; Thiếu ;;;;;;;;;
Hiện; Thừa ; (8,91);;;;;;I90-A31;Thép hình-H;IPE180(H180x91x5.3x8)-L12000;ASTM A36/ EN-1.0577;m;18,8;71,5;1264,6;;; 75,09 ; 1.411,6 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 75,09 ; 1.411,65 ; Rev01-IBS  bổ sung mới ;;;;;; 75 ; 1.412 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;IPE180(H180x91x5.3x8)-L12000;; 1.579 ;7/5/25; 84 ; 1.579 ; $0,998 ; $1.576,04 ;9/5/25;;;;;15/6/25;16/6/25;; 84 ; 1.579,20 ;;;;; 84 ; 1.579 ; (9); (168); Thừa ;;;;;;;;;
Hiện; Thừa ; (3,82);;;;;;I90-A32;Thép hình-H;IPE270(H270x135x6.6x10.2)-L12000;ASTM A36/ EN-1.0577;m;36,1;304,9;10998,0;;; 320,18 ; 11.558,6 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 320,18 ; 11.558,60 ; Rev01-IBS  bổ sung mới ;;;;;; 320 ; 11.559 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;IPE270(H270x135x6.6x10.2)-L12000;; 11.696 ;7/5/25; 324 ; 11.696 ; $0,997 ; $11.661,31 ;9/5/25;;;;;15/6/25;16/6/25;; 324 ; 11.696,40 ;;;;; 324 ; 11.696 ; (4); (138); Thừa ;;;;;;;;;
Hiện; Thừa ; (0,86);;;;;;I90-A33;Thép hình-H;IPE300(H300x150x7.1x10.7)-L12000;ASTM A36/ EN-1.0577;m;42,2;107,7;4339,0;;; 113,14 ; 4.774,3 ;;; -   ; -   ; -   ; -   ; 102,0 ; 4.304,4 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 215,14 ; 9.078,71 ; Rev05-BRADEN-bổ sung 102.0m ;;;;;; 215 ; 9.079 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;IPE300(H300x150x7.1x10.7)-L12000;; 5.064 ;7/5/25; 120 ; 5.064 ; $0,995 ; $5.038,68 ;9/5/25;;;;;15/6/25;16/6/25;; 216 ; 9.115,20 ;;;;; 216 ; 9.115 ; (1); (36); Thừa ;;;;;;;;;
ok;;;;;;;;I90-A33;Thép hình-H;IPE300(H300x150x7.1x10.7)-L12000;ASTM A36/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IBSHI-GNEE/2506-25;GNEE;300*150*7.1*10.7*12000; ASTM A36 IPE300 ; 4.051 ;25/6/25; 96 ; 4.051 ; $1,094 ; $4.432,34 ;8/7/25;;;;;;31/7/25;31/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;;;I90-A34;Thép hình-H;IPE330(H330x160x7.5x11.5)-L12000;ASTM A36/ EN-1.0577;m;49,1;192,8;9334,6;;; 204,00 ; 10.016,4 ;;; -   ; -   ; -   ; -   ; 288,0 ; 14.140,8 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 492,00 ; 24.157,20 ; Rev05-BRADEN-bổ sung 288.0m ;;;;;; 492 ; 24.157 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;IPE330(H330x160x7.5x11.5)-L12000;; 10.037 ;7/5/25; 204 ; 10.037 ; $0,998 ; $10.016,73 ;9/5/25;;;;;15/6/25;16/6/25;; 492 ; 24.206,40 ;;;;; 492 ; 24.206 ; -   ; (49); Đủ ;;;;;;;;;
ok;;;;;;;;I90-A34;Thép hình-H;IPE330(H330x160x7.5x11.5)-L12000;ASTM A36/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IBSHI-GNEE/2506-25;GNEE;330*160*7.5*11.5*12000; ASTM A36 IPE330 ; 14.170 ;25/6/25; 288 ; 14.170 ; $1,094 ; $15.502,69 ;8/7/25;;;;;;31/7/25;31/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Thừa ; (3,21);;;;;;I90-A35;Thép hình-C;UNP260(C260x90x10x14)-L12000;ASTM A36/ EN-1.0577;m;37,9;428,0;16180,6;;; 440,79 ; 16.706,0 ;;; -   ; -   ; -   ; -   ; 384,0 ; 14.553,6 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 824,79 ; 31.259,56 ; Rev05-BRADEN-bổ sung 384.0m ;;;;;; 825 ; 31.260 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;UNP260(C260x90x10x14)-L12000;; 16.828 ;7/5/25; 444 ; 16.828 ; $1,793 ; $30.171,89 ;9/5/25;;;;;15/6/25;16/6/25;; 828 ; 31.381,20 ;;;;; 828 ; 31.381 ; (3); (122); Thừa ;;;;;;;;;
ok;;;;;;;;I90-A35;Thép hình-C;UNP260(C260x90x10x14)-L12000;ASTM A36/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IBSHI-GNEE/2506-25;GNEE;260*90*10*14*12000; ASTM A36 UPN260 ; 14.554 ;25/6/25; 384 ; 14.554 ; $1,892 ; $27.536,59 ;8/7/25;;;;;;31/7/25;31/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;;;I90-A36;Thép hình-C;UNP300(C300x100x10x16)-L12000;ASTM A36/ EN-1.0577;m;46,2;291,9;13189,9;;; 300,00 ; 13.860,0 ;;; -   ; -   ; -   ; -   ; 480,0 ; 22.176,0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 780,00 ; 36.036,00 ; Rev05-BRADEN-bổ sung 480.0m ;;;;;; 780 ; 36.036 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;UNP300(C300x100x10x16)-L12000;; 13.860 ;7/5/25; 300 ; 13.860 ; $0,995 ; $13.790,70 ;9/5/25;;;;;15/6/25;16/6/25;; 780 ; 36.036,00 ;;;;; 780 ; 36.036 ; -   ; -   ; Đủ ;;;;;;;;;
ok;;;;;;;;I90-A36;Thép hình-C;UNP300(C300x100x10x16)-L12000;ASTM A36/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IBSHI-GNEE/2506-25;GNEE;300*100*10*16*12000; ASTM A36 UPN300 ; 22.176 ;25/6/25; 480 ; 22.176 ; $1,094 ; $24.262,34 ;8/7/25;;;;;;31/7/25;31/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;;;I90-A37;Thép hình-C;UPN240(C240x85x9.5x13)-L12000;ASTM A36/ EN-1.0577;m;33,2;873,5;28955,2;;; 917,20 ; 30.450,9 ;;; -   ; -   ; -   ; -   ; 222,8 ; 7.397,1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.140,00 ; 37.848,00 ; Rev05-BRADEN-bổ sung 222.8.0m ;;;;;; 1.140 ; 37.848 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;UPN240(C240x85x9.5x13)-L12000;; 30.677 ;7/5/25; 924 ; 30.677 ; $0,995 ; $30.523,42 ;9/5/25;;;;;15/6/25;16/6/25;; 1.140 ; 37.848,00 ;;;;; 1.140 ; 37.848 ; -   ; -   ; Đủ ;;;;;;;;;
ok;;;;;;;;I90-A37;Thép hình-C;UPN240(C240x85x9.5x13)-L12000;ASTM A36/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IBSHI-GNEE/2506-25;GNEE;240*85*9.5*13*12000; ASTM A36 UPN240 ; 7.171 ;25/6/25; 216 ; 7.171 ; $1,094 ; $7.845,87 ;8/7/25;;;;;;31/7/25;31/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Thừa ; (4,42);;;;;;I90-A38;Thép hình-C;UPN80(C80x45x6x8)-L12000;ASTM A36/ EN-1.0577;m;8,6;110,1;952,3;;; 115,58 ; 994,0 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 115,58 ; 994,02 ; Rev01-IBS  bổ sung mới ;;;;;; 116 ; 994 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;UPN80(C80x45x6x8)-L12000;; 1.037 ;7/5/25; 120 ; 1.037 ; $1,12 ; $1.165,59 ;9/5/25;;;;;15/6/25;16/6/25;; 120 ; 1.037,00 ;;;;; 120 ; 1.037 ; (4); (43); Thừa ;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;; Tổ hợp từ thép tấm dầy 10 hoặc 12mm ;I90-A39;Thép hình-T;T100 (tf=tw=11mm)-DIN 1024-L6000;ASTM A36/ EN-1.0038;m;16,4;51,7;791,8;;; 54,00 ; 885,6 ;;; -   ; -   ; -   ; -   ; (54,0); (885,6); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; Rev05-BRADEN-đã xin thành tổ hợp từ PL12. Khối lượng tinh không chuyển lên mục PL12 ;;;;;; 0 ; 0 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; -   ; -   ; -   ; -   ; Đủ ;;;;;;;;;
Hiện; Thiếu Thiếu ít đủ ; 0,12 ;;;;; Hùng Nguyên/Dùng V50x5 cắt cánh  (SS400) ;I90-A40;Thép hình-L;L40x40x5-L6000;ASTM A36/ EN-1.0038;m;3,0;8,7;22,3;;; 9,12 ; 27,4 ;;; -   ; -   ; -   ; -   ; 9,0 ; 27,0 ; -   ; -   ; 12,0 ; 36,0 ; -   ; -   ; -   ; -   ; 6,0 ; 18,0 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 36,12 ; 108,37 ; Rev10-BRADEN-bổ sung 6.0m ;;;;;; 36 ; 108 ;5/6/25;280725/HN-IBS;Hùng Nguyên;Thép góc L50x50x5x6000;SS400; 113,25 ;28/7/25;30,00; 113,25 ;14.363,64; 1.789.350,45 ;10%;1.626.682,23;29-Jul; 36 ; 136 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 36 ; 136 ; 0 ; (28); Thiếu ;;;;;;;;;
ok;;;;;;;;I90-A40;Thép hình-L;L40x40x5-L6000;ASTM A36/ EN-1.0038;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190825/HN-IBS;Hùng Nguyên;Thép góc V50x50x5x6000 (1 cây);SS400; 22,65 ;19/8/25; 6,00 ; 22,65 ; 14.181,82 ; 353.340,05 ;10%;321.218,22;22-Aug;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;; Dùng V150x10 cắt cánh (SS400) ;I90-A41;Thép hình-L;L150x75x10-L2000;ASTM A36/ EN-1.0038;m;17,0;1,4;22,5;;; 2,00 ; 34,0 ;;; -   ; -   ; -   ; -   ; 1,0 ; 17,0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3,00 ; 51,00 ; Rev05-BRADEN-bổ sung 1.0m ;; 4 ; 68 ;;Dùng hàng tồn, đã mời nghiệm thu ngày 15/8; 0 ; 0 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; -   ; -   ; -   ; -   ; Đủ ;;;;;;;;;
Hiện; Thừa ; (4,43);;;;; Hùng Nguyên/Dùng V100x8 (SS400) ;I90-A42;Thép hình-L;L100x50x8-L12000;ASTM A36/ EN-1.0038;m;9,0;12,9;109,6;;; 13,57 ; 122,1 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13,57 ; 122,09 ; Rev01-IBS  bổ sung mới ;;;;;; 14 ; 122 ;5/6/25;280725/HN-IBS;Hùng Nguyên;Thép góc L100x100x8x6000;SS400; 219,81 ;28/7/25;18,00; 219,81 ;14.727,27; 3.560.921,34 ;10%;3.237.201,22;29-Jul; 18 ; 220 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 18 ; 220 ; (4); (98); Thừa ;;;;;;;;;
Hiện; Thừa ; (139,22);;;;;;I90-A43;Thép hình-H;HEB300(H300x300x11x19)-L12000;ASTM A572-Gr.50/ EN-1.0577;m;117,0;118,8;12778,7;;; 124,78 ; 14.599,0 ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 124,78 ; 14.599,00 ; Rev01-IBS  bổ sung mới ;;;;;; 125 ; 14.599 ;5/6/25;;;;;;;;;;;;;; -   ; -   ;;;;;IBSHI-GNEE/2505-07; GNEE ;HEB300(H300x300x11x19)-L12000;; 15.444 ;7/5/25; 132 ; 15.444 ; $1,032 ; $15.938,21 ;9/5/25;;;;;15/6/25;16/6/25;; 264 ; 30.888,00 ;;;;; 264 ; 30.888 ; (139); (16.289); Thừa ;;;;;;;;;
ok;;;;;;;;I90-A43;Thép hình-H;HEB300(H300x300x11x19)-L12000;ASTM A572-Gr.50/ EN-1.0577;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BSHI-GNEE/2506-05; GNEE2 ;ASTM A572-GR50 HEB300;; 15.444 ;5/6/25; 132 ; 15.444 ; $1,076 ; $16.613,81 ;25/6/25;;;13/7/25;13/7/25;15/7/25;15/7/25;15/7/25;;;;;;;;;;;;;;;;;;;;
Hiện; Đủ ; -  ,00 ;;;;;;I90-A44;Ống;Pipe D60.3x5.4- DIN EN 10220-1-seamless pipe-L6000;1.0038/A36;m;7,5;85,1;623,1;;;;;;; 90,0 ; 675,0 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 90,00 ; 675,00 ; Rev03-IBS  bổ sung mới ;;;;;; 90 ; 675 ;25/6/25;070625/ TL-IBS;Tuấn Long;Thép ống D60 x 5.5= 15 cây 6m;APL5l/A106;636;7/6/25;90,00;636;17090,91; 11.956.800,64 ;10%;10.869.818,76;14-Jul; 90 ; 636 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 90 ; 636 ; -   ; 39 ; Đủ ;;;;;;;;;
Hiện; Thừa ; (4,40);;;;;;I90-A45;Ống;Pipe D57x3.2-DIN EN 10220-1-seamless pipe-L2600;1.0577/A36;m;4,3;2,5;10,4;;;;;;; 2,6 ; 11,1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2,60 ; 11,05 ; Rev03-IBS  bổ sung mới ;;;;;; 3 ; 11 ;25/6/25;070625/ TL-IBS;Tuấn Long;Thép ống D57 x 3.5 = 1 cây 7m;APL5l/A106;32;7/6/25;7,00;32;17090,91; 601.600,03 ;10%;546.909,12;14-Jul; 7 ; 32 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 7 ; 32 ; (4); (21); Thừa ;;;;;;;;;
Hiện; Thừa ; (2,00);;;;;;I90-A46;Ống;Pipe D88.9x3.6-DIN 2448-seamless pipe-L4000;1.0038/A36;m;7,6;1,9;14,5;;;;;;; 4,0 ; 30,3 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4,00 ; 30,28 ; Rev03-IBS  bổ sung mới ;;;;;; 4 ; 30 ;25/6/25;070625/ TL-IBS;Tuấn Long;Thép ống D89 x 3.5 = 1 cây 6m;APL5l/A106;44;7/6/25;6,00;44;17090,91; 827.200,04 ;10%;752.000,04;14-Jul; 6 ; 44 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 6 ; 44 ; (2); (14); Thừa ;;;;;;;;;
Hiện; Thừa ; (7,86);;;;;;I90-A47;Ống;Pipe D101.6x6.3-DIN 2448-seamless pipe-L400;1.0038/A36;m;14,8;0,3;3,8;;;;;;; 0,4 ; 5,9 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 0,40 ; 5,92 ; Rev03-IBS  bổ sung mới ;;;;;; 0 ; 6 ;25/6/25;070625/ TL-IBS;Tuấn Long;Thép ống D102 x 6 = 1 cây 8,26m;APL5l/A106;116;7/6/25;8,26;116;17090,91; 2.180.800,12 ;10%;1.982.545,56;14-Jul; 8 ; 116 ;;;;;;;;;;;;;;;;;;;;;;; -   ; -  ,00 ;;;;; 8 ; 116 ; (8); (110); Thừa ;;;;;;;;;
